Date;AveragePrice;Large Bags;year;region
2015-07-12;1.39;893.86;2015;SanFrancisco
2015-07-05;1.53;882.83;2015;SanFrancisco
2015-06-28;1.54;783.33;2015;SanFrancisco
2015-06-21;1.52;1043.87;2015;SanFrancisco
2015-06-14;1.51;1071.45;2015;SanFrancisco
2015-06-07;1.31;1075.64;2015;SanFrancisco
2015-05-31;1.29;1009.84;2015;SanFrancisco
2015-05-24;1.37;1083.54;2015;SanFrancisco
2015-05-17;1.32;952.05;2015;SanFrancisco
2015-05-10;1.3;1035.64;2015;SanFrancisco
2015-05-03;1;971.5;2015;SanFrancisco
2015-04-26;1.39;1052.31;2015;SanFrancisco
2015-04-19;1.23;1560.57;2015;SanFrancisco
2015-04-12;1.33;1291.18;2015;SanFrancisco
2015-04-05;1.33;1025.45;2015;SanFrancisco
2015-03-29;1.3;930.16;2015;SanFrancisco
2015-03-22;1.19;818.89;2015;SanFrancisco
2015-03-15;1.26;862.22;2015;SanFrancisco
2015-03-08;1.16;803.34;2015;SanFrancisco
2015-03-01;0.95;726.66;2015;SanFrancisco
2015-02-22;1.23;823.33;2015;SanFrancisco
2015-02-15;1.23;824.45;2015;SanFrancisco
2015-02-08;0.92;733.33;2015;SanFrancisco
2015-02-01;0.91;832.23;2015;SanFrancisco
2015-01-25;1.21;796.67;2015;SanFrancisco
2015-01-18;1.22;515.56;2015;SanFrancisco
2015-01-11;1.03;658.89;2015;SanFrancisco
2015-01-04;0.99;444.44;2015;SanFrancisco
2015-12-27;1.09;26.71;2015;Seattle
2015-12-20;1.15;11.87;2015;Seattle
2015-12-13;1.05;35.61;2015;Seattle
2015-12-06;0.81;0;2015;Seattle
2015-11-29;1.17;0;2015;Seattle
2015-11-22;1.07;0;2015;Seattle
2015-11-15;0.93;0;2015;Seattle
2015-11-08;1.06;0;2015;Seattle
2015-11-01;1.14;0;2015;Seattle
2015-10-25;1.03;0;2015;Seattle
2015-10-18;1.08;0;2015;Seattle
2015-10-11;0.9;0;2015;Seattle
2015-10-04;1.06;0;2015;Seattle
2015-09-27;1.1;13.28;2015;Seattle
2015-09-20;1.02;8.85;2015;Seattle
2015-09-13;1.02;0;2015;Seattle
2015-09-06;1.17;61.97;2015;Seattle
2015-08-30;1.18;1.48;2015;Seattle
2015-08-23;1.13;26.47;2015;Seattle
2015-08-16;1.15;2.94;2015;Seattle
2015-08-09;1.15;0;2015;Seattle
2015-08-02;1.18;2.95;2015;Seattle
2015-07-26;1.29;35.39;2015;Seattle
2015-07-19;1.25;88.62;2015;Seattle
2015-07-12;1.14;980.83;2015;Seattle
2015-07-05;1.35;5462.4;2015;Seattle
2015-06-28;1.31;58.06;2015;Seattle
2015-06-21;1.19;31.33;2015;Seattle
2015-06-14;1.18;17.89;2015;Seattle
2015-06-07;1.27;8.9;2015;Seattle
2015-05-31;1.12;97.35;2015;Seattle
2015-05-24;1.14;459.78;2015;Seattle
2015-05-17;1.22;1074.06;2015;Seattle
2015-05-10;1.08;12415.67;2015;Seattle
2015-05-03;1.02;477.54;2015;Seattle
2015-04-26;1.19;21.77;2015;Seattle
2015-04-19;1.13;161.1;2015;Seattle
2015-04-12;1.33;144.77;2015;Seattle
2015-04-05;1.26;210.54;2015;Seattle
2015-03-29;1.22;658.45;2015;Seattle
2015-03-22;1.13;0;2015;Seattle
2015-03-15;1.24;8.42;2015;Seattle
2015-03-08;1.24;8.24;2015;Seattle
2015-03-01;1.07;62.51;2015;Seattle
2015-02-22;1.11;0;2015;Seattle
2015-02-15;1.33;431.17;2015;Seattle
2015-02-08;1.08;2117.07;2015;Seattle
2015-02-01;0.97;1034.01;2015;Seattle
2015-01-25;1.26;370.74;2015;Seattle
2015-01-18;1.2;720.65;2015;Seattle
2015-01-11;1.06;5632.65;2015;Seattle
2015-01-04;0.97;14859.69;2015;Seattle
2015-12-27;0.98;9060.09;2015;SouthCarolina
2015-12-20;1.04;4851.44;2015;SouthCarolina
2015-12-13;0.96;9863.71;2015;SouthCarolina
2015-12-06;1.03;6203.8;2015;SouthCarolina
2015-11-29;0.97;9433.78;2015;SouthCarolina
2015-11-22;0.99;9106.45;2015;SouthCarolina
2015-11-15;1.07;5734.56;2015;SouthCarolina
2015-11-08;1.08;5325.2;2015;SouthCarolina
2015-11-01;1;13977.6;2015;SouthCarolina
2015-10-25;1.11;8593.91;2015;SouthCarolina
2015-10-18;1.12;8372.87;2015;SouthCarolina
2015-10-11;1.03;18138.03;2015;SouthCarolina
2015-10-04;1.04;19899.48;2015;SouthCarolina
2015-09-27;1.08;9105.73;2015;SouthCarolina
2015-09-20;1.02;21851.29;2015;SouthCarolina
2015-09-13;1.14;14707.82;2015;SouthCarolina
2015-09-06;1;18328.93;2015;SouthCarolina
2015-08-30;1.15;5198.14;2015;SouthCarolina
2015-08-23;1.09;5017.48;2015;SouthCarolina
2015-08-16;1.12;5940.47;2015;SouthCarolina
2015-08-09;1.05;11497.68;2015;SouthCarolina
2015-08-02;1.14;5488.53;2015;SouthCarolina
2015-07-26;1.11;4662.48;2015;SouthCarolina
2015-07-19;1.05;10410.22;2015;SouthCarolina
2015-07-12;1.14;5916.12;2015;SouthCarolina
2015-07-05;1.05;10568.42;2015;SouthCarolina
2015-06-28;1.11;4983.53;2015;SouthCarolina
2015-06-21;1.03;11533.12;2015;SouthCarolina
2015-06-14;1.1;6256.45;2015;SouthCarolina
2015-06-07;1.04;11102.7;2015;SouthCarolina
2015-05-31;1.13;5756.74;2015;SouthCarolina
2015-05-24;1.05;12060.1;2015;SouthCarolina
2015-05-17;1.09;5459.83;2015;SouthCarolina
2015-05-10;1.13;5626.05;2015;SouthCarolina
2015-05-03;0.97;16530.26;2015;SouthCarolina
2015-04-26;1.1;5122.52;2015;SouthCarolina
2015-04-19;1.08;5882.97;2015;SouthCarolina
2015-04-12;1.05;12529.06;2015;SouthCarolina
2015-04-05;1.1;7875.31;2015;SouthCarolina
2015-03-29;1.11;6545.23;2015;SouthCarolina
2015-03-22;1;12061.44;2015;SouthCarolina
2015-03-15;1.15;5170.75;2015;SouthCarolina
2015-03-08;1.14;4466.78;2015;SouthCarolina
2015-03-01;1.05;10540.71;2015;SouthCarolina
2015-02-22;1.02;5936.16;2015;SouthCarolina
2015-02-15;1.11;15322.53;2015;SouthCarolina
2015-02-08;1.06;14772.98;2015;SouthCarolina
2015-02-01;0.91;27913.45;2015;SouthCarolina
2015-01-25;1.06;18473.67;2015;SouthCarolina
2015-01-18;1.15;21663.7;2015;SouthCarolina
2015-01-11;1.1;18502.58;2015;SouthCarolina
2015-01-04;1.01;16314.22;2015;SouthCarolina
2015-12-27;0.81;105317.59;2015;SouthCentral
2015-12-20;0.81;95639.5;2015;SouthCentral
2015-12-13;0.78;115546.32;2015;SouthCentral
2015-12-06;0.76;141970;2015;SouthCentral
2015-11-29;0.82;95136.58;2015;SouthCentral
2015-11-22;0.8;117935.74;2015;SouthCentral
2015-11-15;0.76;166200.1;2015;SouthCentral
2015-11-08;0.8;163125.93;2015;SouthCentral
2015-11-01;0.81;181455.77;2015;SouthCentral
2015-10-25;0.86;108231.39;2015;SouthCentral
2015-10-18;0.87;83782.52;2015;SouthCentral
2015-10-11;0.83;119235.17;2015;SouthCentral
2015-10-04;0.84;173688.06;2015;SouthCentral
2015-09-27;0.87;128033.07;2015;SouthCentral
2015-09-20;0.83;122302.71;2015;SouthCentral
2015-09-13;0.88;195143.56;2015;SouthCentral
2015-09-06;0.86;151197.44;2015;SouthCentral
2015-08-30;0.87;76947.64;2015;SouthCentral
2015-08-23;0.89;85422.36;2015;SouthCentral
2015-08-16;0.89;89808.28;2015;SouthCentral
2015-08-09;0.89;87160.21;2015;SouthCentral
2015-08-02;0.9;93162.67;2015;SouthCentral
2015-07-26;0.81;129425.5;2015;SouthCentral
2015-07-19;0.83;177294.71;2015;SouthCentral
2015-07-12;0.82;119640.03;2015;SouthCentral
2015-07-05;0.83;103046.99;2015;SouthCentral
2015-06-28;0.77;191572.72;2015;SouthCentral
2015-06-21;0.79;173497.82;2015;SouthCentral
2015-06-14;0.69;158100.12;2015;SouthCentral
2015-06-07;0.75;116061.84;2015;SouthCentral
2015-05-31;0.74;147483.35;2015;SouthCentral
2015-05-24;0.83;91459.59;2015;SouthCentral
2015-05-17;0.79;88337.6;2015;SouthCentral
2015-05-10;0.79;152122.11;2015;SouthCentral
2015-05-03;0.78;166650.78;2015;SouthCentral
2015-04-26;0.83;99430.45;2015;SouthCentral
2015-04-19;0.82;99203.37;2015;SouthCentral
2015-04-12;0.8;54424.19;2015;SouthCentral
2015-04-05;0.83;58681.56;2015;SouthCentral
2015-03-29;0.82;63160.07;2015;SouthCentral
2015-03-22;0.76;125103.19;2015;SouthCentral
2015-03-15;0.79;130674.88;2015;SouthCentral
2015-03-08;0.8;175511.51;2015;SouthCentral
2015-03-01;0.87;130726.85;2015;SouthCentral
2015-02-22;0.85;111022.36;2015;SouthCentral
2015-02-15;0.8;102417.63;2015;SouthCentral
2015-02-08;0.73;54886.55;2015;SouthCentral
2015-02-01;0.71;126683.42;2015;SouthCentral
2015-01-25;0.81;92763.31;2015;SouthCentral
2015-01-18;0.79;57607.18;2015;SouthCentral
2015-01-11;0.8;97164.07;2015;SouthCentral
2015-01-04;0.77;128451.37;2015;SouthCentral
2015-12-27;0.98;264039.61;2015;Southeast
2015-12-20;1.12;135633.67;2015;Southeast
2015-12-13;0.96;272310.91;2015;Southeast
2015-12-06;1.13;145934.58;2015;Southeast
2015-11-29;0.97;252139.55;2015;Southeast
2015-11-22;0.98;249396.08;2015;Southeast
2015-11-15;1.16;158186.8;2015;Southeast
2015-11-08;1.16;143978.69;2015;Southeast
2015-11-01;0.98;311503.15;2015;Southeast
2015-10-25;1.16;181063.12;2015;Southeast
2015-10-18;1.15;190038.31;2015;Southeast
2015-10-11;0.97;398280.71;2015;Southeast
2015-10-04;0.98;391377.16;2015;Southeast
2015-09-27;1.17;187252.98;2015;Southeast
2015-09-20;0.96;421701.4;2015;Southeast
2015-09-13;1.15;211033.9;2015;Southeast
2015-09-06;0.97;409430.79;2015;Southeast
2015-08-30;1.19;136184.25;2015;Southeast
2015-08-23;1.16;123968.56;2015;Southeast
2015-08-16;1.16;135887.51;2015;Southeast
2015-08-09;1;270162.46;2015;Southeast
2015-08-02;1.18;121708.26;2015;Southeast
2015-07-26;1.15;108703.67;2015;Southeast
2015-07-19;0.99;238574.18;2015;Southeast
2015-07-12;1.17;127742.54;2015;Southeast
2015-07-05;0.99;270807.26;2015;Southeast
2015-06-28;1.14;132335.36;2015;Southeast
2015-06-21;0.97;272640.03;2015;Southeast
2015-06-14;1.15;137878.92;2015;Southeast
2015-06-07;0.99;268100.73;2015;Southeast
2015-05-31;1.17;129597.25;2015;Southeast
2015-05-24;1;289932.34;2015;Southeast
2015-05-17;1.15;128913.45;2015;Southeast
2015-05-10;1.17;122077.81;2015;Southeast
2015-05-03;0.97;382606.34;2015;Southeast
2015-04-26;1.16;133263.53;2015;Southeast
2015-04-19;1.14;149014.28;2015;Southeast
2015-04-12;1;292551.37;2015;Southeast
2015-04-05;1.08;215544.56;2015;Southeast
2015-03-29;1.16;147071.33;2015;Southeast
2015-03-22;0.98;274435.21;2015;Southeast
2015-03-15;1.21;123875.82;2015;Southeast
2015-03-08;1.18;114973.84;2015;Southeast
2015-03-01;1.01;253660.35;2015;Southeast
2015-02-22;1.11;126731.94;2015;Southeast
2015-02-15;1.16;201773.45;2015;Southeast
2015-02-08;1.11;185194.81;2015;Southeast
2015-02-01;0.93;417111.87;2015;Southeast
2015-01-25;1.15;221255.67;2015;Southeast
2015-01-18;1.19;225694.58;2015;Southeast
2015-01-11;1.18;215173.14;2015;Southeast
2015-01-04;0.98;280910.7;2015;Southeast
2015-12-27;1.05;0;2015;Spokane
2015-12-20;1.12;0;2015;Spokane
2015-12-13;0.99;4.28;2015;Spokane
2015-12-06;0.85;513.71;2015;Spokane
2015-11-29;1.17;0;2015;Spokane
2015-11-22;1.12;0;2015;Spokane
2015-11-15;1;0;2015;Spokane
2015-11-08;1.08;0;2015;Spokane
2015-11-01;1.13;0;2015;Spokane
2015-10-25;1.08;50.73;2015;Spokane
2015-10-18;1.13;0;2015;Spokane
2015-10-11;0.94;0;2015;Spokane
2015-10-04;0.99;0;2015;Spokane
2015-09-27;1.09;0;2015;Spokane
2015-09-20;1.05;0;2015;Spokane
2015-09-13;1.03;0;2015;Spokane
2015-09-06;1.08;0;2015;Spokane
2015-08-30;1.11;2.08;2015;Spokane
2015-08-23;1.08;70.6;2015;Spokane
2015-08-16;1.15;0;2015;Spokane
2015-08-09;1.21;0;2015;Spokane
2015-08-02;1.19;0;2015;Spokane
2015-07-26;1.18;0;2015;Spokane
2015-07-19;1.16;0;2015;Spokane
2015-07-12;1.05;160.09;2015;Spokane
2015-07-05;1.22;347.78;2015;Spokane
2015-06-28;1.2;0;2015;Spokane
2015-06-21;1.12;0;2015;Spokane
2015-06-14;1.13;0;2015;Spokane
2015-06-07;1.19;0;2015;Spokane
2015-05-31;1.08;0;2015;Spokane
2015-05-24;1.07;0;2015;Spokane
2015-05-17;1.09;0;2015;Spokane
2015-05-10;1.03;2179.84;2015;Spokane
2015-05-03;0.98;185.17;2015;Spokane
2015-04-26;1.08;0;2015;Spokane
2015-04-19;1.03;0;2015;Spokane
2015-04-12;1.21;0;2015;Spokane
2015-04-05;1.15;84.44;2015;Spokane
2015-03-29;1.12;320;2015;Spokane
2015-03-22;1.1;0;2015;Spokane
2015-03-15;1.19;0;2015;Spokane
2015-03-08;1.18;4.04;2015;Spokane
2015-03-01;1.03;121.34;2015;Spokane
2015-02-22;1.03;0;2015;Spokane
2015-02-15;1.24;133.71;2015;Spokane
2015-02-08;1.03;190.53;2015;Spokane
2015-02-01;0.97;36.52;2015;Spokane
2015-01-25;1.21;0;2015;Spokane
2015-01-18;1.18;503.29;2015;Spokane
2015-01-11;1.07;1695.95;2015;Spokane
2015-01-04;1;446.48;2015;Spokane
2015-12-27;1.1;17978.39;2015;StLouis
2015-12-20;1.13;12026.12;2015;StLouis
2015-12-13;0.99;20979.32;2015;StLouis
2015-12-06;1.09;8069.77;2015;StLouis
2015-11-29;1.16;6840.66;2015;StLouis
2015-11-22;1.15;7514.9;2015;StLouis
2015-11-15;1.07;7074.83;2015;StLouis
2015-11-08;1.18;4928.69;2015;StLouis
2015-11-01;1.21;4084.11;2015;StLouis
2015-10-25;1.21;5240.3;2015;StLouis
2015-10-18;1.26;4287.69;2015;StLouis
2015-10-11;1.15;3421.53;2015;StLouis
2015-10-04;1.23;3051.53;2015;StLouis
2015-09-27;1.12;2046.71;2015;StLouis
2015-09-20;1.24;2357.32;2015;StLouis
2015-09-13;1.15;1694.5;2015;StLouis
2015-09-06;1.3;88.13;2015;StLouis
2015-08-30;1.32;404.34;2015;StLouis
2015-08-23;1.11;11.99;2015;StLouis
2015-08-16;0.88;0;2015;StLouis
2015-08-09;1.15;0;2015;StLouis
2015-08-02;1.26;0;2015;StLouis
2015-07-26;1.06;0;2015;StLouis
2015-07-19;1.2;0;2015;StLouis
2015-07-12;1.13;3.95;2015;StLouis
2015-07-05;1.32;642.85;2015;StLouis
2015-06-28;1.17;39.3;2015;StLouis
2015-06-21;1.26;0;2015;StLouis
2015-06-14;1.28;0;2015;StLouis
2015-06-07;1.3;0;2015;StLouis
2015-05-31;1.16;23.12;2015;StLouis
2015-05-24;1.18;7.67;2015;StLouis
2015-05-17;1.32;0;2015;StLouis
2015-05-10;1.25;0;2015;StLouis
2015-05-03;1.09;0;2015;StLouis
2015-04-26;1.37;0;2015;StLouis
2015-04-19;1.34;4.71;2015;StLouis
2015-04-12;1.21;0;2015;StLouis
2015-04-05;1.36;115.56;2015;StLouis
2015-03-29;1.21;155.56;2015;StLouis
2015-03-22;1.34;77.77;2015;StLouis
2015-03-15;1.33;153.33;2015;StLouis
2015-03-08;1.36;0;2015;StLouis
2015-03-01;1.24;6.67;2015;StLouis
2015-02-22;1.32;8.89;2015;StLouis
2015-02-15;1.23;31.11;2015;StLouis
2015-02-08;1.09;2.22;2015;StLouis
2015-02-01;1.1;0;2015;StLouis
2015-01-25;1.17;0;2015;StLouis
2015-01-18;1.28;4.44;2015;StLouis
2015-01-11;1.29;2.22;2015;StLouis
2015-01-04;1.15;11.11;2015;StLouis
2015-12-27;1.36;0;2015;Syracuse
2015-12-20;1.36;0;2015;Syracuse
2015-12-13;1.32;0;2015;Syracuse
2015-12-06;1.17;0;2015;Syracuse
2015-11-29;1.41;0;2015;Syracuse
2015-11-22;1.38;0;2015;Syracuse
2015-11-15;1.21;191.11;2015;Syracuse
2015-11-08;1.23;422.22;2015;Syracuse
2015-11-01;1.16;346.67;2015;Syracuse
2015-10-25;1.26;675.56;2015;Syracuse
2015-10-18;1.26;364.44;2015;Syracuse
2015-10-11;1.32;537.78;2015;Syracuse
2015-10-04;1.34;533.33;2015;Syracuse
2015-09-27;1.16;128.89;2015;Syracuse
2015-09-20;1.44;448.89;2015;Syracuse
2015-09-13;1.44;475.56;2015;Syracuse
2015-09-06;1.36;0;2015;Syracuse
2015-08-30;1.2;0;2015;Syracuse
2015-08-23;1.44;0;2015;Syracuse
2015-08-16;1.42;0;2015;Syracuse
2015-08-09;1.35;0;2015;Syracuse
2015-08-02;1.48;0;2015;Syracuse
2015-07-26;1.23;0;2015;Syracuse
2015-07-19;1.38;0;2015;Syracuse
2015-07-12;1.25;97.78;2015;Syracuse
2015-07-05;1.45;217.78;2015;Syracuse
2015-06-28;1.39;31.11;2015;Syracuse
2015-06-21;1.4;0;2015;Syracuse
2015-06-14;1.35;0;2015;Syracuse
2015-06-07;1.22;0;2015;Syracuse
2015-05-31;1.36;0;2015;Syracuse
2015-05-24;1.35;0;2015;Syracuse
2015-05-17;1.44;168.89;2015;Syracuse
2015-05-10;1.34;331.65;2015;Syracuse
2015-05-03;1.4;330.8;2015;Syracuse
2015-04-26;1.4;235.56;2015;Syracuse
2015-04-19;1.4;136.25;2015;Syracuse
2015-04-12;1.36;226.11;2015;Syracuse
2015-04-05;1.38;262.22;2015;Syracuse
2015-03-29;1.29;120.42;2015;Syracuse
2015-03-22;1.33;0;2015;Syracuse
2015-03-15;1.36;22.22;2015;Syracuse
2015-03-08;1.28;237.78;2015;Syracuse
2015-03-01;1.32;53.33;2015;Syracuse
2015-02-22;1.33;264.44;2015;Syracuse
2015-02-15;1.35;122.22;2015;Syracuse
2015-02-08;1.25;424.44;2015;Syracuse
2015-02-01;1.26;51.11;2015;Syracuse
2015-01-25;1.37;420;2015;Syracuse
2015-01-18;1.4;0;2015;Syracuse
2015-01-11;1.45;0;2015;Syracuse
2015-01-04;1.33;0;2015;Syracuse
2015-12-27;0.97;38301.93;2015;Tampa
2015-12-20;1.15;18013.56;2015;Tampa
2015-12-13;0.96;40338.72;2015;Tampa
2015-12-06;1.17;18505.52;2015;Tampa
2015-11-29;0.96;38839.83;2015;Tampa
2015-11-22;0.97;30787.5;2015;Tampa
2015-11-15;1.22;21691.49;2015;Tampa
2015-11-08;1.21;18696.73;2015;Tampa
2015-11-01;0.97;45890.83;2015;Tampa
2015-10-25;1.12;36998.43;2015;Tampa
2015-10-18;1.11;40703.27;2015;Tampa
2015-10-11;0.88;88049.12;2015;Tampa
2015-10-04;0.89;84698.84;2015;Tampa
2015-09-27;1.13;39668.36;2015;Tampa
2015-09-20;0.88;91438.39;2015;Tampa
2015-09-13;1.1;39529.65;2015;Tampa
2015-09-06;0.91;76303.81;2015;Tampa
2015-08-30;1.2;17980.34;2015;Tampa
2015-08-23;1.17;15425.66;2015;Tampa
2015-08-16;1.17;17900.5;2015;Tampa
2015-08-09;0.97;35397.12;2015;Tampa
2015-08-02;1.18;15348.03;2015;Tampa
2015-07-26;1.16;16003.01;2015;Tampa
2015-07-19;0.97;35915.99;2015;Tampa
2015-07-12;1.17;16139.48;2015;Tampa
2015-07-05;0.95;36939.3;2015;Tampa
2015-06-28;1.11;17905.78;2015;Tampa
2015-06-21;0.95;36436.94;2015;Tampa
2015-06-14;1.17;18385.75;2015;Tampa
2015-06-07;0.97;35862.05;2015;Tampa
2015-05-31;1.22;15763.32;2015;Tampa
2015-05-24;0.99;39203.36;2015;Tampa
2015-05-17;1.18;16142.76;2015;Tampa
2015-05-10;1.21;15834.99;2015;Tampa
2015-05-03;0.97;55151.18;2015;Tampa
2015-04-26;1.19;19915.86;2015;Tampa
2015-04-19;1.16;21911.54;2015;Tampa
2015-04-12;0.99;43252.62;2015;Tampa
2015-04-05;1.09;34191.37;2015;Tampa
2015-03-29;1.2;21432.39;2015;Tampa
2015-03-22;0.97;40992.68;2015;Tampa
2015-03-15;1.25;17531.34;2015;Tampa
2015-03-08;1.22;18020.44;2015;Tampa
2015-03-01;1;36709.42;2015;Tampa
2015-02-22;1.12;16538.31;2015;Tampa
2015-02-15;1.21;33540.15;2015;Tampa
2015-02-08;1.19;33732.3;2015;Tampa
2015-02-01;0.92;66414.59;2015;Tampa
2015-01-25;1.21;38569.86;2015;Tampa
2015-01-18;1.27;38060.23;2015;Tampa
2015-01-11;1.24;37313.8;2015;Tampa
2015-01-04;0.97;42544.24;2015;Tampa
2015-12-27;0.83;567269.76;2015;West
2015-12-20;0.88;417746.45;2015;West
2015-12-13;0.85;517936.19;2015;West
2015-12-06;0.75;582846.33;2015;West
2015-11-29;0.99;247318.15;2015;West
2015-11-22;0.92;494585.14;2015;West
2015-11-15;0.83;699956.7;2015;West
2015-11-08;0.88;341544.79;2015;West
2015-11-01;0.9;421675.08;2015;West
2015-10-25;0.95;420764.79;2015;West
2015-10-18;0.89;429405.37;2015;West
2015-10-11;0.91;402360.11;2015;West
2015-10-04;1;336994.14;2015;West
2015-09-27;0.97;306758.91;2015;West
2015-09-20;0.92;342166.04;2015;West
2015-09-13;0.92;428556.23;2015;West
2015-09-06;0.93;310568.88;2015;West
2015-08-30;1.03;239195.91;2015;West
2015-08-23;1.04;165723.93;2015;West
2015-08-16;0.98;240262.17;2015;West
2015-08-09;1.01;291065.47;2015;West
2015-08-02;1.02;254166.11;2015;West
2015-07-26;1.07;266207.82;2015;West
2015-07-19;1.04;343389.61;2015;West
2015-07-12;1.01;286270.91;2015;West
2015-07-05;0.98;192422.82;2015;West
2015-06-28;1.03;180618.1;2015;West
2015-06-21;0.93;167640.78;2015;West
2015-06-14;0.92;214729.56;2015;West
2015-06-07;0.92;269005.35;2015;West
2015-05-31;0.93;150400.52;2015;West
2015-05-24;0.93;96785.62;2015;West
2015-05-17;0.98;180702.04;2015;West
2015-05-10;0.94;218968.93;2015;West
2015-05-03;0.89;186891.82;2015;West
2015-04-26;0.9;133326.4;2015;West
2015-04-19;0.88;240723.48;2015;West
2015-04-12;0.98;206981.28;2015;West
2015-04-05;0.95;135414.81;2015;West
2015-03-29;0.93;130691.45;2015;West
2015-03-22;0.99;76495.68;2015;West
2015-03-15;0.94;87496.38;2015;West
2015-03-08;0.99;98774.76;2015;West
2015-03-01;0.95;95603.25;2015;West
2015-02-22;0.95;176871.66;2015;West
2015-02-15;0.98;68521.88;2015;West
2015-02-08;0.89;126120.73;2015;West
2015-02-01;0.84;172154.91;2015;West
2015-01-25;0.94;140735.66;2015;West
2015-01-18;0.96;181809.88;2015;West
2015-01-11;0.95;111073.82;2015;West
2015-01-04;0.89;150819.57;2015;West
2015-12-27;0.71;33065.33;2015;WestTexNewMexico
2015-12-20;0.83;23535.8;2015;WestTexNewMexico
2015-12-13;0.78;10947.84;2015;WestTexNewMexico
2015-12-06;0.74;1604.79;2015;WestTexNewMexico
2015-11-29;0.81;1217.89;2015;WestTexNewMexico
2015-11-22;0.78;2903.87;2015;WestTexNewMexico
2015-11-15;0.71;3843.16;2015;WestTexNewMexico
2015-11-08;0.76;1402.04;2015;WestTexNewMexico
2015-11-01;0.8;1154.53;2015;WestTexNewMexico
2015-10-25;0.82;1100.77;2015;WestTexNewMexico
2015-10-18;0.81;871.42;2015;WestTexNewMexico
2015-10-11;0.89;1037.34;2015;WestTexNewMexico
2015-10-04;0.85;1742.42;2015;WestTexNewMexico
2015-09-27;0.79;1545.42;2015;WestTexNewMexico
2015-09-20;0.78;11089;2015;WestTexNewMexico
2015-09-13;0.75;48325.74;2015;WestTexNewMexico
2015-09-06;0.8;11912.87;2015;WestTexNewMexico
2015-08-30;0.82;1061.5;2015;WestTexNewMexico
2015-08-23;0.8;3275.09;2015;WestTexNewMexico
2015-08-16;0.77;25052.64;2015;WestTexNewMexico
2015-08-09;0.74;33107.98;2015;WestTexNewMexico
2015-08-02;0.79;18294.91;2015;WestTexNewMexico
2015-07-26;0.81;16465.16;2015;WestTexNewMexico
2015-07-19;0.76;17952.5;2015;WestTexNewMexico
2015-07-12;0.77;15914.34;2015;WestTexNewMexico
2015-07-05;0.78;18811.12;2015;WestTexNewMexico
2015-06-28;0.71;19220.27;2015;WestTexNewMexico
2015-06-21;0.74;27038.81;2015;WestTexNewMexico
2015-06-14;0.7;42198.63;2015;WestTexNewMexico
2015-06-07;0.68;34404.35;2015;WestTexNewMexico
2015-05-31;0.74;32530.95;2015;WestTexNewMexico
2015-05-24;0.75;17112.48;2015;WestTexNewMexico
2015-05-17;0.7;22520.97;2015;WestTexNewMexico
2015-05-10;0.71;23680.33;2015;WestTexNewMexico
2015-05-03;0.74;27335.48;2015;WestTexNewMexico
2015-04-26;0.74;33563.29;2015;WestTexNewMexico
2015-04-19;0.7;25396.26;2015;WestTexNewMexico
2015-04-12;0.76;25636.14;2015;WestTexNewMexico
2015-04-05;0.76;7376.51;2015;WestTexNewMexico
2015-03-29;0.74;5973.67;2015;WestTexNewMexico
2015-03-22;0.85;1900.68;2015;WestTexNewMexico
2015-03-15;0.75;2695.13;2015;WestTexNewMexico
2015-03-08;0.73;2343.81;2015;WestTexNewMexico
2015-03-01;0.84;2100.7;2015;WestTexNewMexico
2015-02-22;0.85;2531.31;2015;WestTexNewMexico
2015-02-15;0.78;3043.13;2015;WestTexNewMexico
2015-02-08;0.72;2342.82;2015;WestTexNewMexico
2015-02-01;0.71;3742.74;2015;WestTexNewMexico
2015-01-25;0.8;1762.95;2015;WestTexNewMexico
2015-01-18;0.8;873.08;2015;WestTexNewMexico
2015-01-11;0.92;1606.41;2015;WestTexNewMexico
2015-01-04;0.75;2811.54;2015;WestTexNewMexico
2016-12-25;1.52;411.83;2016;Albany
2016-12-18;1.53;587.73;2016;Albany
2016-12-11;1.49;645.27;2016;Albany
2016-12-04;1.48;228.17;2016;Albany
2016-11-27;1.52;279.6;2016;Albany
2016-11-20;1.56;209;2016;Albany
2016-11-13;1.62;422.03;2016;Albany
2016-11-06;1.63;431.35;2016;Albany
2016-10-30;1.46;82.01;2016;Albany
2016-10-23;1.19;113.8;2016;Albany
2016-10-16;1.4;358.77;2016;Albany
2016-10-09;1.13;425.41;2016;Albany
2016-10-02;1.51;425.68;2016;Albany
2016-09-25;1.62;138.74;2016;Albany
2016-09-18;1.39;509.08;2016;Albany
2016-09-11;1.37;815.99;2016;Albany
2016-09-04;1.44;220.08;2016;Albany
2016-08-28;1.18;269.97;2016;Albany
2016-08-21;1.43;286.52;2016;Albany
2016-08-14;1.2;350.1;2016;Albany
2016-08-07;1.48;178.19;2016;Albany
2016-07-31;1.61;78.82;2016;Albany
2016-07-24;1.46;241.85;2016;Albany
2016-07-17;1.31;688.81;2016;Albany
2016-07-10;1.11;470.58;2016;Albany
2016-07-03;1.42;492.33;2016;Albany
2016-06-26;1.5;419.64;2016;Albany
2016-06-19;1.42;389.95;2016;Albany
2016-06-12;1.38;282.18;2016;Albany
2016-06-05;1.47;398.33;2016;Albany
2016-05-29;1.49;180.98;2016;Albany
2016-05-22;1.34;20.65;2016;Albany
2016-05-15;1.36;288.79;2016;Albany
